Наименование;Раздел;Таблица фигур;Вид затвора;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Материал корпуса;Цена закупки;Срок изготовления;Артикул;Картинки;Материал уплотнения
Затвор дисковый поворотный с футерованным диском и корпусом фланцевый двусторонний с редуктором ФДК.Ф.ДС.РД.250.016.05.04.04.УХЛ1 DN 250 PN 1,6 МПа, уплотнение - PTFE, корпус - коррозионностойкая сталь с содержанием молибдена CF8M, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С футерованным диском и корпусом;Фланцевое;Редукторный;250;16;Коррозионностойкая сталь с содержанием молибдена CF8M;0;70 рабочих дней;13000414;0.png;PTFE
Затвор дисковый поворотный с футерованным диском и корпусом фланцевый двусторонний с редуктором ФДК.Ф.ДС.РД.300.016.05.04.04.УХЛ1 DN 300 PN 1,6 МПа, уплотнение - PTFE, корпус - коррозионностойкая сталь с содержанием молибдена CF8M, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С футерованным диском и корпусом;Фланцевое;Редукторный;300;16;Коррозионностойкая сталь с содержанием молибдена CF8M;0;70 рабочих дней;13000415;0.png;PTFE
Затвор дисковый поворотный с футерованным диском и корпусом фланцевый двусторонний с редуктором ФДК.Ф.ДС.РД.350.016.05.04.04.УХЛ1 DN 350 PN 1,6 МПа, уплотнение - PTFE, корпус - коррозионностойкая сталь с содержанием молибдена CF8M, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С футерованным диском и корпусом;Фланцевое;Редукторный;350;16;Коррозионностойкая сталь с содержанием молибдена CF8M;0;70 рабочих дней;13000416;0.png;PTFE
Затвор дисковый поворотный с футерованным диском и корпусом фланцевый двусторонний с редуктором ФДК.Ф.ДС.РД.400.016.05.04.04.УХЛ1 DN 400 PN 1,6 МПа, уплотнение - PTFE, корпус - коррозионностойкая сталь с содержанием молибдена CF8M, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С футерованным диском и корпусом;Фланцевое;Редукторный;400;16;Коррозионностойкая сталь с содержанием молибдена CF8M;0;70 рабочих дней;13000417;0.png;PTFE
Затвор дисковый поворотный с футерованным диском и корпусом фланцевый двусторонний с редуктором ФДК.Ф.ДС.РД.450.016.05.04.04.УХЛ1 DN 450 PN 1,6 МПа, уплотнение - PTFE, корпус - коррозионностойкая сталь с содержанием молибдена CF8M, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С футерованным диском и корпусом;Фланцевое;Редукторный;450;16;Коррозионностойкая сталь с содержанием молибдена CF8M;0;70 рабочих дней;13000418;0.png;PTFE
Затвор дисковый поворотный с футерованным диском и корпусом фланцевый двусторонний с редуктором ФДК.Ф.ДС.РД.500.016.05.04.04.УХЛ1 DN 500 PN 1,6 МПа, уплотнение - PTFE, корпус - коррозионностойкая сталь с содержанием молибдена CF8M, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С футерованным диском и корпусом;Фланцевое;Редукторный;500;16;Коррозионностойкая сталь с содержанием молибдена CF8M;0;70 рабочих дней;13000419;0.png;PTFE
Затвор дисковый поворотный с футерованным диском и корпусом фланцевый двусторонний с редуктором ФДК.Ф.ДС.РД.600.016.05.04.04.УХЛ1 DN 600 PN 1,6 МПа, уплотнение - PTFE, корпус - коррозионностойкая сталь с содержанием молибдена CF8M, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С футерованным диском и корпусом;Фланцевое;Редукторный;600;16;Коррозионностойкая сталь с содержанием молибдена CF8M;0;70 рабочих дней;13000420;0.png;PTFE
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.040.016.03.06.06.У3.1 DN 40 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;40;16;Ковкий чугун GG25;0;25 рабочих дней;13000421;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.050.016.03.06.06.У3.1 DN 50 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;50;16;Ковкий чугун GG25;0;25 рабочих дней;13000422;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.065.016.03.06.06.У3.1 DN 65 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;65;16;Ковкий чугун GG25;0;25 рабочих дней;13000423;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.080.016.03.06.06.У3.1 DN 80 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;80;16;Ковкий чугун GG25;0;25 рабочих дней;13000424;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.100.016.03.06.06.У3.1 DN 100 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;100;16;Ковкий чугун GG25;0;25 рабочих дней;13000425;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.125.016.03.06.06.У3.1 DN 125 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;125;16;Ковкий чугун GG25;0;25 рабочих дней;13000426;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.150.016.03.06.06.У3.1 DN 150 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;150;16;Ковкий чугун GG25;0;25 рабочих дней;13000427;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.200.016.03.06.06.У3.1 DN 200 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;200;16;Ковкий чугун GG25;0;25 рабочих дней;13000428;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.250.016.03.06.06.У3.1 DN 250 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;250;16;Ковкий чугун GG25;0;25 рабочих дней;13000429;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний с редуктором СДУЭ.МФГП.ДС.РД.250.016.03.06.06.У3.1 DN 250 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Редукторный;250;16;Ковкий чугун GG25;0;25 рабочих дней;13000430;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.040.016.02.06.06.У3.1 DN 40 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;40;16;Ковкий чугун GG25;0;70 рабочих дней;13000431;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.050.016.02.06.06.У3.1 DN 50 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;50;16;Ковкий чугун GG25;0;70 рабочих дней;13000432;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.065.016.02.06.06.У3.1 DN 65 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;65;16;Ковкий чугун GG25;0;70 рабочих дней;13000433;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.080.016.02.06.06.У3.1 DN 80 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;80;16;Ковкий чугун GG25;0;70 рабочих дней;13000434;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.100.016.02.06.06.У3.1 DN 100 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;100;16;Ковкий чугун GG25;0;70 рабочих дней;13000435;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.125.016.02.06.06.У3.1 DN 125 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;125;16;Ковкий чугун GG25;0;70 рабочих дней;13000436;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.150.016.02.06.06.У3.1 DN 150 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;150;16;Ковкий чугун GG25;0;70 рабочих дней;13000437;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.200.016.02.06.06.У3.1 DN 200 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;200;16;Ковкий чугун GG25;0;70 рабочих дней;13000438;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.250.016.02.06.06.У3.1 DN 250 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;250;16;Ковкий чугун GG25;0;70 рабочих дней;13000439;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний с редуктором СДУЭ.МФГП.ДС.РД.250.016.02.06.06.У3.1 DN 250 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - высокопрочный чугун GGG40, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Редукторный;250;16;Ковкий чугун GG25;0;70 рабочих дней;13000440;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.040.016.03.06.03.У3.1 DN 40 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;40;16;Ковкий чугун GG25;0;25 рабочих дней;13000441;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.050.016.03.06.03.У3.1 DN 50 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;50;16;Ковкий чугун GG25;0;25 рабочих дней;13000442;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.065.016.03.06.03.У3.1 DN 65 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;65;16;Ковкий чугун GG25;0;25 рабочих дней;13000443;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.080.016.03.06.03.У3.1 DN 80 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;80;16;Ковкий чугун GG25;0;25 рабочих дней;13000444;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.100.016.03.06.03.У3.1 DN 100 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;100;16;Ковкий чугун GG25;0;25 рабочих дней;13000445;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.125.016.03.06.03.У3.1 DN 125 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;125;16;Ковкий чугун GG25;0;25 рабочих дней;13000446;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.150.016.03.06.03.У3.1 DN 150 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;150;16;Ковкий чугун GG25;0;25 рабочих дней;13000447;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.200.016.03.06.03.У3.1 DN 200 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;200;16;Ковкий чугун GG25;0;25 рабочих дней;13000448;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.250.016.03.06.03.У3.1 DN 250 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;250;16;Ковкий чугун GG25;0;25 рабочих дней;13000449;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний с редуктором СДУЭ.МФГП.ДС.РД.250.016.03.06.03.У3.1 DN 250 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Редукторный;250;16;Ковкий чугун GG25;0;25 рабочих дней;13000450;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.040.016.02.06.03.У3.1 DN 40 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;40;16;Ковкий чугун GG25;0;70 рабочих дней;13000451;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.050.016.02.06.03.У3.1 DN 50 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;50;16;Ковкий чугун GG25;0;70 рабочих дней;13000452;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.065.016.02.06.03.У3.1 DN 65 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;65;16;Ковкий чугун GG25;0;70 рабочих дней;13000453;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.080.016.02.06.03.У3.1 DN 80 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;80;16;Ковкий чугун GG25;0;70 рабочих дней;13000454;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.100.016.02.06.03.У3.1 DN 100 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;100;16;Ковкий чугун GG25;0;70 рабочих дней;13000455;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.125.016.02.06.03.У3.1 DN 125 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;125;16;Ковкий чугун GG25;0;70 рабочих дней;13000456;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.150.016.02.06.03.У3.1 DN 150 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;150;16;Ковкий чугун GG25;0;70 рабочих дней;13000457;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.200.016.02.06.03.У3.1 DN 200 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;200;16;Ковкий чугун GG25;0;70 рабочих дней;13000458;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.250.016.02.06.03.У3.1 DN 250 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;250;16;Ковкий чугун GG25;0;70 рабочих дней;13000459;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний с редуктором СДУЭ.МФГП.ДС.РД.250.016.02.06.03.У3.1 DN 250 PN 1,6 МПа, уплотнение - NBR, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь CF8, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Редукторный;250;16;Ковкий чугун GG25;0;70 рабочих дней;13000460;0.png;NBR
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.040.016.03.06.04.У3.1 DN 40 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;40;16;Ковкий чугун GG25;0;25 рабочих дней;13000461;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.050.016.03.06.04.У3.1 DN 50 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;50;16;Ковкий чугун GG25;0;25 рабочих дней;13000462;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.065.016.03.06.04.У3.1 DN 65 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;65;16;Ковкий чугун GG25;0;25 рабочих дней;13000463;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.080.016.03.06.04.У3.1 DN 80 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;80;16;Ковкий чугун GG25;0;25 рабочих дней;13000464;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.100.016.03.06.04.У3.1 DN 100 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;100;16;Ковкий чугун GG25;0;25 рабочих дней;13000465;0.png;EPDM
Затвор дисковый поворотный с симметричным диском и уплотнением из эластомера межфланцевый с гладкими проушинами двусторонний ручной СДУЭ.МФГП.ДС.Р.125.016.03.06.04.У3.1 DN 125 PN 1,6 МПа, уплотнение - EPDM, корпус - ковкий чугун GG25, диск - коррозионностойкая сталь с содержанием молибдена CF8M, класс герметичности «А» по ГОСТ 9544-2015;Затворы;;С симметричным диском и уплотением из эластомера;Межфланцевое с гладкими проушинами;Ручной;125;16;Ковкий чугун GG25;0;25 рабочих дней;13000466;0.png;EPDM
