Наименование;Раздел;Таблица фигур;Вид затвора;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Материал корпуса;Цена закупки;Срок изготовления;Артикул;Картинки;Материал уплотнения
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 10 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;10;16;Углеродистая сталь;0;Под заказ;7000013;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 15 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;15;16;Углеродистая сталь;0;Под заказ;7000014;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 20 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;20;16;Углеродистая сталь;0;Под заказ;7000015;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 25 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;25;16;Углеродистая сталь;0;Под заказ;7000016;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 32 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;32;16;Углеродистая сталь;0;Под заказ;7000017;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 40 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;40;16;Углеродистая сталь;0;Под заказ;7000018;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 50 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;50;16;Углеродистая сталь;0;Под заказ;7000019;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 65 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;65;16;Углеродистая сталь;0;Под заказ;7000020;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 80 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;80;16;Углеродистая сталь;0;Под заказ;7000021;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 100 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;100;16;Углеродистая сталь;0;Под заказ;7000022;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 125 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;125;16;Углеродистая сталь;0;Под заказ;7000023;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый с редуктором КШ-Р.П.ПП.Ф.РД. DN 150 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.РД.;-;Фланцевое;Редукторный;150;16;Углеродистая сталь;0;Под заказ;7000024;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый с редуктором КШ-Р.П.ПП.Ф.РД. DN 200 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.РД.;-;Фланцевое;Редукторный;200;16;Углеродистая сталь;0;Под заказ;7000025;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 10 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;10;16;Углеродистая сталь;0;Под заказ;7000026;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 15 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;15;16;Углеродистая сталь;0;Под заказ;7000027;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 20 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;20;16;Углеродистая сталь;0;Под заказ;7000028;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 25 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;25;16;Углеродистая сталь;0;Под заказ;7000029;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 32 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;32;16;Углеродистая сталь;0;Под заказ;7000030;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 40 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;40;16;Углеродистая сталь;0;Под заказ;7000031;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 50 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;50;16;Углеродистая сталь;0;Под заказ;7000032;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 65 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;65;16;Углеродистая сталь;0;Под заказ;7000033;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 80 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;80;16;Углеродистая сталь;0;Под заказ;7000034;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 100 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;100;16;Углеродистая сталь;0;Под заказ;7000035;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 125 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;125;16;Углеродистая сталь;0;Под заказ;7000036;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку с редуктором КШ-Р.П.ПП.П.РД. DN 150 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.РД.;-;Под приварку;Редукторный;150;16;Углеродистая сталь;0;Под заказ;7000037;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку с редуктором КШ-Р.П.ПП.П.РД. DN 200 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.РД.;-;Под приварку;Редукторный;200;16;Углеродистая сталь;0;Под заказ;7000038;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 10 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;10;16;Углеродистая сталь;0;Под заказ;7000039;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 15 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;15;16;Углеродистая сталь;0;Под заказ;7000040;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 20 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;20;16;Углеродистая сталь;0;Под заказ;7000041;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 25 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;25;16;Углеродистая сталь;0;Под заказ;7000042;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 32 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;32;16;Углеродистая сталь;0;Под заказ;7000043;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 40 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;40;16;Углеродистая сталь;0;Под заказ;7000044;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 50 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;50;16;Углеродистая сталь;0;Под заказ;7000045;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 65 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;65;16;Углеродистая сталь;0;Под заказ;7000046;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 80 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;80;16;Углеродистая сталь;0;Под заказ;7000047;0.png;-
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 10 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;-;Штуцерно-ниппельное;Ручной;10;16;Углеродистая сталь;0;Под заказ;7000048;0.png;-
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 15 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;-;Штуцерно-ниппельное;Ручной;15;16;Углеродистая сталь;0;Под заказ;7000049;0.png;-
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 20 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;-;Штуцерно-ниппельное;Ручной;20;16;Углеродистая сталь;0;Под заказ;7000050;0.png;-
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 25 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;-;Штуцерно-ниппельное;Ручной;25;16;Углеродистая сталь;0;Под заказ;7000051;0.png;-
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 32 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;-;Штуцерно-ниппельное;Ручной;32;16;Углеродистая сталь;0;Под заказ;7000052;0.png;-
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 40 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;-;Штуцерно-ниппельное;Ручной;40;16;Углеродистая сталь;0;Под заказ;7000053;0.png;-
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 50 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;-;Штуцерно-ниппельное;Ручной;50;16;Углеродистая сталь;0;Под заказ;7000054;0.png;-
Кран шаровой разборный проходной неполнопроходной фланцевый ручной КШ-Р.П.НП.Ф.Р. DN 65/50 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.Ф.Р.;-;Фланцевое;Ручной;65/50;16;Углеродистая сталь;0;Под заказ;7000055;0.png;-
Кран шаровой разборный проходной неполнопроходной фланцевый ручной КШ-Р.П.НП.Ф.Р. DN 100/80 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.Ф.Р.;-;Фланцевое;Ручной;100/80;16;Углеродистая сталь;0;Под заказ;7000056;0.png;-
Кран шаровой разборный проходной неполнопроходной фланцевый ручной КШ-Р.П.НП.Ф.Р. DN 125/100 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.Ф.Р.;-;Фланцевое;Ручной;125/100;16;Углеродистая сталь;0;Под заказ;7000057;0.png;-
Кран шаровой разборный проходной неполнопроходной под приварку ручной КШ-Р.П.НП.П.Р. DN 65/50 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.П.Р.;-;Под приварку;Ручной;65/50;16;Углеродистая сталь;0;Под заказ;7000058;0.png;-
Кран шаровой разборный проходной неполнопроходной под приварку ручной КШ-Р.П.НП.П.Р. DN 100/80 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.П.Р.;-;Под приварку;Ручной;100/80;16;Углеродистая сталь;0;Под заказ;7000059;0.png;-
Кран шаровой разборный проходной неполнопроходной под приварку ручной КШ-Р.П.НП.П.Р. DN 125/100 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.П.Р.;-;Под приварку;Ручной;125/100;16;Углеродистая сталь;0;Под заказ;7000060;0.png;-
Кран шаровой разборный проходной неполнопроходной муфтовый ручной КШ-Р.П.НП.М.Р. DN 65/50 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.М.Р.;-;Муфтовое;Ручной;65/50;16;Углеродистая сталь;0;Под заказ;7000061;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 10 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;10;16;Хладостойкая сталь;0;Под заказ;7000062;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 15 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;15;16;Хладостойкая сталь;0;Под заказ;7000063;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 20 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;20;16;Хладостойкая сталь;0;Под заказ;7000064;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 25 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;25;16;Хладостойкая сталь;0;Под заказ;7000065;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 32 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;32;16;Хладостойкая сталь;0;Под заказ;7000066;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 40 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;40;16;Хладостойкая сталь;0;Под заказ;7000067;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 50 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;50;16;Хладостойкая сталь;0;Под заказ;7000068;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 65 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;65;16;Хладостойкая сталь;0;Под заказ;7000069;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 80 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;80;16;Хладостойкая сталь;0;Под заказ;7000070;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 100 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;100;16;Хладостойкая сталь;0;Под заказ;7000071;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 125 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;-;Фланцевое;Ручной;125;16;Хладостойкая сталь;0;Под заказ;7000072;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый с редуктором КШ-Р.П.ПП.Ф.РД. DN 150 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.РД.;-;Фланцевое;Редукторный;150;16;Хладостойкая сталь;0;Под заказ;7000073;0.png;-
Кран шаровой разборный проходной полнопроходной фланцевый с редуктором КШ-Р.П.ПП.Ф.РД. DN 200 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.РД.;-;Фланцевое;Редукторный;200;16;Хладостойкая сталь;0;Под заказ;7000074;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 10 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;10;16;Хладостойкая сталь;0;Под заказ;7000075;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 15 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;15;16;Хладостойкая сталь;0;Под заказ;7000076;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 20 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;20;16;Хладостойкая сталь;0;Под заказ;7000077;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 25 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;25;16;Хладостойкая сталь;0;Под заказ;7000078;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 32 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;32;16;Хладостойкая сталь;0;Под заказ;7000079;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 40 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;40;16;Хладостойкая сталь;0;Под заказ;7000080;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 50 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;50;16;Хладостойкая сталь;0;Под заказ;7000081;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 65 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;65;16;Хладостойкая сталь;0;Под заказ;7000082;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 80 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;80;16;Хладостойкая сталь;0;Под заказ;7000083;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 100 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;100;16;Хладостойкая сталь;0;Под заказ;7000084;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 125 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;-;Под приварку;Ручной;125;16;Хладостойкая сталь;0;Под заказ;7000085;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку с редуктором КШ-Р.П.ПП.П.РД. DN 150 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.РД.;-;Под приварку;Редукторный;150;16;Хладостойкая сталь;0;Под заказ;7000086;0.png;-
Кран шаровой разборный проходной полнопроходной под приварку с редуктором КШ-Р.П.ПП.П.РД. DN 200 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.РД.;-;Под приварку;Редукторный;200;16;Хладостойкая сталь;0;Под заказ;7000087;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 10 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;10;16;Хладостойкая сталь;0;Под заказ;7000088;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 15 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;15;16;Хладостойкая сталь;0;Под заказ;7000089;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 20 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;20;16;Хладостойкая сталь;0;Под заказ;7000090;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 25 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;25;16;Хладостойкая сталь;0;Под заказ;7000091;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 32 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;32;16;Хладостойкая сталь;0;Под заказ;7000092;0.png;-
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 40 PN 1,6 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;-;Муфтовое;Ручной;40;16;Хладостойкая сталь;0;Под заказ;7000093;0.png;-
