Наименование;Раздел;Таблица фигур;Вид затвора;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Материал корпуса;Цена закупки;Срок изготовления;Артикул;Картинки;Материал уплотнения
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 50-40 17с21нж DN 50 (исп. F) / 80 (исп. В) PN 4,0 (вход) / 1,6 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с21нж;-;Фланцевое;-;50/80;40/16;Углеродистая сталь;0;20 рабочих дней;5000008;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 80-40 17с21нж DN 80 (исп. F) / 100 (исп. В) PN 4,0 (вход) / 1,6 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с21нж;-;Фланцевое;-;80/100;40/16;Углеродистая сталь;0;20 рабочих дней;5000009;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК5Р 100-40 17с21нж DN 100 (исп. F) / 150 (исп. В) PN 4,0 (вход) / 1,6 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с21нж;-;Фланцевое;-;100/150;40/16;Углеродистая сталь;0;20 рабочих дней;5000010;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 150-40 17с21нж DN 150 (исп. F) / 200 (исп. В) PN 4,0 (вход) / 1,6 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с21нж;-;Фланцевое;-;150/200;40/16;Углеродистая сталь;0;25 рабочих дней;5000011;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК5Р 50-63 17с16нж DN 50 (исп. ?) / 80 (исп. F) PN 6,3 (вход) / 4,0 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с16нж;-;Фланцевое;-;50/80;63/40;Углеродистая сталь;0;20 рабочих дней;5000012;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 80-63 17с89нж DN 80 (исп. ?) / 100 (исп. F) PN 6,3 (вход) / 4,0 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с89нж;-;Фланцевое;-;80/100;63/40;Углеродистая сталь;0;20 рабочих дней;5000013;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК5Р 100-63 17с16нж DN 100 (исп. ?) / 150 (исп. F) PN 6,3 (вход) / 4,0 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с16нж;-;Фланцевое;-;100/150;63/40;Углеродистая сталь;0;20 рабочих дней;5000014;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 25-160 17с9нж2 DN 25 (исп. J) / 40 (исп. F) PN 16,0 (вход) / 4,0 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с9нж2;-;Фланцевое;-;25/40;160/40;Углеродистая сталь;0;20 рабочих дней;5000015;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК5Р 50-160 17с8нж DN 50 (исп. J) / 80 (исп. F) PN 16,0 (вход) / 4,0 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с8нж;-;Фланцевое;-;50/80;160/40;Углеродистая сталь;0;20 рабочих дней;5000016;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 80-160 17с90нж DN 80 (исп. J) / 100 (исп. F) PN 16,0 (вход) / 4,0 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с90нж;-;Фланцевое;-;80/100;160/40;Углеродистая сталь;0;20 рабочих дней;5000017;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК5Р 100-160 17с8нж DN 100 (исп. J) / 150 (исп. F) PN 16,0 (вход) / 4,0 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с8нж;-;Фланцевое;-;100/150;160/40;Углеродистая сталь;0;20 рабочих дней;5000018;0.png;-
Клапан предохранительный пружинный сальниковый штуцерно-торцевой с приспособлением для принудительного открытия СППКР 25-100 17с84нж DN 25/32 PN 10,0 (вход) / 4,0 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с84нж;-;Штуцерно-торцевое ;-;25/32;100/40;Углеродистая сталь;0;20 рабочих дней;5000019;0.png;-
